"Dataset","Site","River","Year","Month","Julian_Day","Temperature","Conductivity","Larval_Length","Membrane_Ave","Membrane_SD","Membrane_CV","Embryo_to_Membrane_Ratio","Embryo_Ave","Embryo_SD","Embryo_CV","Egg_Stage","Compact_Diffuse","Pigment","Sticky_Debris","Deflated","Genus","Common_Name","Family_ACGC","Genus_ACGC","Common_Name_ACGC"
"validation","UPI","UMR",2016,8,232,28.2,625,0,1.65792,0.02327,0.01403,0.64558,1.07032,0.03627,0.03388,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPW","UMR",2016,6,180,26.5,415,0,1.73813,0.02145,0.01234,0.72268,1.25612,0.1758,0.13995,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,6,180,27.6,409,0,1.31859,0.03434,0.02604,0.7947,1.04789,0.05821,0.05555,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNS","UMR",2016,6,180,27.4,421,0,1.56156,0.05804,0.03717,0.76218,1.19019,0.06342,0.05329,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P17","UMR",2016,5,141,16.2,408,0,1.85059,0.02481,0.01341,0.78947,1.46098,0.07354,0.05034,"4","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","IAR",2016,5,151,23.4,463,0,1.55215,0.08332,0.05368,0.74304,1.15331,0.12192,0.10571,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","IAR",2016,5,151,23.4,463,0,4.07147,0.13187,0.03239,0.36114,1.47037,0.1649,0.11215,"4","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","UPR","UMR",2016,6,171,26.9,363,3.586434,4.18899,0.1245,0.02972,0.26073,1.09222,0.16091,0.14732,"7","C","N","N","N","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"validation","MTH","SKK",2016,6,161,25.2,619,1.61846,2.85931,0.11971,0.04187,0.33045,0.94486,0.0591,0.06255,"7","C","N","N","N","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"validation","UPS","UMR",2016,5,151,24.8,446,0,1.51142,0.07419,0.04908,0.72871,1.10139,0.14398,0.13073,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","KQA","DSM",2016,6,153,22.1,604,0,1.66421,0.01981,0.0119,0.84909,1.41306,0.02353,0.01665,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","SKK",2016,5,151,22,380,0,4.54863,0.22729,0.04997,0.44108,2.00633,0.20367,0.10152,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.67807,0.04322,0.01175,0.37658,1.38508,0.11462,0.08275,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.583,0.34279,0.0748,0.35059,1.60677,0.29787,0.18539,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.44225,0.35042,0.07888,0.392,1.74134,0.11767,0.06757,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,3.527219,3.80379,0.21487,0.05649,0.33811,1.2861,0.17157,0.13341,"8","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.84266,0.33502,0.08719,0.44013,1.69128,0.12108,0.07159,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.76353,0.36226,0.09626,0.44536,1.67614,0.03471,0.02071,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.38417,0.11407,0.02602,0.41823,1.83358,0.11793,0.06432,"1","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.32869,0.33564,0.07754,0.40697,1.76163,0.16139,0.09161,"1","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.08032,0.45536,0.1116,0.41281,1.68442,0.16944,0.10059,"1","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.15381,0.27617,0.06649,0.40648,1.68844,0.14399,0.08528,"6","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.86791,0.27233,0.07041,0.46697,1.80619,0.19417,0.10751,"1","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.10075,0.48341,0.11788,0.39936,1.6377,0.05165,0.03154,"1","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,5.03743,0.12048,0.02392,0.35753,1.80105,0.02243,0.01246,"1","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.0106,0.45646,0.11381,0.45215,1.8134,0.1023,0.05641,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.40067,0.28486,0.06473,0.43341,1.90729,0.04687,0.02458,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.27264,0.18924,0.04429,0.40341,1.72363,0.05194,0.03013,"1","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.17802,0.05883,0.01408,0.55123,2.30304,0.07085,0.03076,"1","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.37081,0.07326,0.01676,1,4.37081,0.07326,0.01676,"D","D","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,6,161,23,580,0,1.40758,0.08731,0.06203,0.79967,1.12559,0.0381,0.03385,"1","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,5,151,23.9,445,0,1.49972,0.04028,0.02686,0.85511,1.28244,0.14136,0.11023,"6","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,6,160,24.3,343,0,1.57158,0.01902,0.0121,0.72963,1.14668,0.03752,0.03272,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNW","UMR",2016,6,180,27.4,406,1.596702,1.88134,0.1296,0.06889,0.45125,0.84896,0.03007,0.03542,"8","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","DND","UMR",2016,7,201,23.25,455,2.408791,2.41325,0.18863,0.07816,0.37563,0.9065,0.1183,0.1305,"8","C","N","N","Y","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"validation","UPR","UMR",2016,6,160,24.2,422,2.241564,1.50044,0.04392,0.02927,0.70052,1.05109,0.04527,0.04307,"7","C","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","KQA","DSM",2016,6,161,25.1,575,0,1.14779,0.07005,0.06103,0.7597,0.87198,0.05781,0.0663,"5","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,8,225,27.6,370,0,1.80418,0.02858,0.01584,0.62045,1.1194,0.06409,0.05725,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPS","UMR",2016,7,201,28.1,553,0,0.7284,0.07233,0.09929,1,0.7284,0.07233,0.09929,"D","D","N","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,6,172,26,395,0,1.65414,0.01656,0.01001,0.64854,1.07278,0.07506,0.06996,"5","C","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","DSM",2016,6,161,25.6,354,0,1.51907,0.06384,0.04203,0.83066,1.26182,0.04056,0.03214,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPS","UMR",2016,5,151,24.8,446,0,1.72024,0.07241,0.04209,0.7529,1.29517,0.03262,0.02519,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPS","UMR",2016,7,201,28.1,553,0,1.58569,0.05205,0.03282,0.72112,1.14347,0.03261,0.02852,"3","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNW","UMR",2016,5,150,24.4,446,0,1.92249,0.06911,0.03595,0.56771,1.09141,0.04927,0.04514,"1","C","N","N","N","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","DND","UMR",2016,7,191,18,473,0,2.07826,0.0382,0.01838,0.65135,1.35367,0.0558,0.04122,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,7,191,26.6,435,0,1.69789,0.03328,0.0196,0.65918,1.11922,0.05999,0.0536,"1","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","DSM",2016,8,224,28.1,553,2.643981,1.5149,0.04138,0.02731,0.73911,1.11968,0.10103,0.09023,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPW","UMR",2016,8,241,24.5,385,4.800991,3.88784,0.12349,0.03176,0.27691,1.07657,0.10719,0.09957,"8","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","P17","UMR",2016,6,180,27.7,422,0,0.88351,0.04542,0.05141,1,0.88351,0.04542,0.05141,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P17","UMR",2016,5,150,24.4,429,0,1.45413,0.11458,0.0788,0.69644,1.0127,0.091,0.08986,"2","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P17","UMR",2016,8,225,27.6,374,0,1.51141,0.05026,0.03326,0.79791,1.20597,0.03523,0.02921,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P17","UMR",2016,8,225,27.6,374,0,1.48366,0.04829,0.03255,0.61025,0.9054,0.03008,0.03322,"3","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,7,191,28.1,553,0,1.49312,0.03307,0.02215,0.8206,1.22525,0.075,0.06121,"3","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,7,191,28.1,553,2.524548,1.94,0.23316,0.12019,0.5183,1.00551,0.05593,0.05563,"6","C","N","N","Y","Notropis","River Shiner","Cyprinidae","Notropis","River Shiner"
"validation","MTH","DSM",2016,8,224,18.4,404,2.56143,2.6809,0.02973,0.01109,0.37606,1.00819,0.15997,0.15867,"8","C","N","Y","N","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"validation","MTH","DSM",2016,8,224,18.4,404,2.099006,1.58634,0.02141,0.0135,0.74807,1.18669,0.04802,0.04046,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPD","UMR",2016,5,132,18.4,404,3.640894,2.14808,0.08788,0.04091,0.78964,1.69621,0.17102,0.10083,"8","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNS","UMR",2016,7,201,28.1,553,0,1.55879,0.02504,0.01607,0.73273,1.14217,0.04414,0.03864,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNS","UMR",2016,7,201,28.1,553,0,1.65843,0.03606,0.02174,0.65299,1.08294,0.14334,0.13236,"3","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPR","UMR",2016,5,150,23.7,448,2.054276,1.38916,0.02741,0.01973,0.79805,1.10861,0.2053,0.18518,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,6,180,26.5,440,1.828992,1.57765,0.09854,0.06246,0.70176,1.10714,0.08316,0.07511,"6","C","Y","N","N","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","DNS","UMR",2016,5,172,26.5,440,0,3.11399,0.53794,0.17275,0.35051,1.0915,0.32319,0.2961,"3","C","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,180,26.5,415,0,3.94964,0.07161,0.01813,0.36572,1.44447,0.16475,0.11406,"1","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,180,26.5,415,0,4.38447,0.10312,0.02352,0.35744,1.5672,0.09796,0.06251,"3","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","P15","UMR",2016,6,160,22.1,604,0,1.76748,0.06287,0.03557,0.73617,1.30116,0.13926,0.10703,"7","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,6,160,26,395,0,1.61898,0.06022,0.03719,0.77109,1.24838,0.08769,0.07024,"1","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,6,172,26,395,0,1.6063,0.02601,0.01619,0.8599,1.38126,0.06113,0.04425,"3","C","N","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,6,181,27.1,421,0,1.57843,0.01876,0.01188,0.92894,1.46626,0.06464,0.04408,"5","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,172,26.5,440,0,1.63334,0.05999,0.03673,0.70191,1.14646,0.14586,0.12723,"5","C","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,172,26.5,440,0,1.87473,0.03256,0.01737,0.71505,1.34052,0.05134,0.0383,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPW","UMR",2016,6,180,27.9,373,0,1.70724,0.13753,0.08056,0.74301,1.2685,0.17059,0.13449,"1","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","UPW","UMR",2016,6,180,27.9,373,0,1.78124,0.29054,0.16311,0.6529,1.16297,0.06833,0.05875,"2","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","KQA","DSM",2016,6,153,23.8,484,0,1.65761,0.02363,0.01425,0.82509,1.36768,0.12076,0.0883,"3","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,6,172,23.9,445,0,1.52803,0.0507,0.03318,0.70283,1.07395,0.09432,0.08783,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,6,172,23.9,445,0,1.54904,0.07073,0.04566,0.73857,1.14407,0.05744,0.05021,"5","C","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,180,27.4,415,0,1.56299,0.05017,0.0321,0.6905,1.07924,0.13653,0.12651,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,180,27.4,415,2.640844,1.42234,0.08294,0.05831,0.7584,1.0787,0.03499,0.03243,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P17","UMR",2016,8,241,27.4,415,0,5.49156,0.12321,0.02244,0.37059,2.03512,0.0773,0.03798,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","P17","UMR",2016,8,241,27.4,415,0,5.49156,0.12321,0.02244,0.37059,2.03512,0.0773,0.03798,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","P17","UMR",2016,8,241,24.4,425,0,3.4756,0.28912,0.08319,0.38973,1.35455,0.08595,0.06345,"3","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","P17","UMR",2016,8,241,24.4,425,0,3.4756,0.28912,0.08319,0.38973,1.35455,0.08595,0.06345,"3","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNR","UMR",2016,8,225,24.4,425,0,1.58088,0.02996,0.01895,0.74767,1.18197,0.05078,0.04296,"4","C","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,5,151,24.4,425,0,4.13744,0.05312,0.01284,0.47124,1.94972,0.09684,0.04967,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","UPI","UMR",2016,5,151,24.6,442,0,1.53428,0.01587,0.01034,0.79348,1.21742,0.06037,0.04959,"3","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,5,151,23.9,445,0,1.72541,0.02818,0.01633,0.66635,1.14972,0.09886,0.08598,"3","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,5,151,23.9,445,0,1.67263,0.01073,0.00641,0.69259,1.15844,0.13035,0.11252,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,161,27.2,612,2.612734,1.45568,0.05378,0.03694,0.69174,1.00696,0.0363,0.03605,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,7,191,18,322,2.727314,1.56917,0.06208,0.03956,0.67086,1.0527,0.10889,0.10344,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,7,191,27.4,415,2.293943,1.40214,0.04817,0.03436,0.76239,1.06897,0.04143,0.03875,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,7,191,27.4,415,0,1.43618,0.01361,0.00948,0.77612,1.11464,0.05266,0.04724,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPR","UMR",2016,5,150,24.8,473,0,1.26149,0.14216,0.11269,1,1.26149,0.14216,0.11269,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPR","UMR",2016,5,150,26.6,464,0,1.49103,0.09247,0.06202,0.81174,1.21033,0.04845,0.04003,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPR","UMR",2016,5,150,26.6,464,0,1.49346,0.05781,0.03871,1,1.49346,0.05781,0.03871,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNS","UMR",2016,5,181,26.6,464,0,3.35141,0.28675,0.08556,0.6313,2.11574,0.26233,0.12399,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","UPD","UMR",2016,7,200,26.6,464,0,1.29985,0.0203,0.01562,1,1.29985,0.0203,0.01562,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","DSM",2016,7,211,26.6,464,0,1.30657,0.06981,0.05343,0.89172,1.1651,0.11154,0.09574,"2","C","N","N","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","DNR","UMR",2016,6,180,24.2,625,0,1.34308,0.05037,0.0375,1,1.34308,0.05037,0.0375,"D","D","N","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNS","UMR",2016,7,191,24.2,625,2.186741,1.50452,0.08244,0.05479,0.79011,1.18873,0.113,0.09506,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,7,191,24.2,625,0,1.48518,0.09311,0.06269,0.71655,1.06421,0.10668,0.10024,"3","C","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,8,232,24.2,625,2.560791,1.99054,0.19276,0.09684,0.48521,0.96583,0.11121,0.11515,"7","C","N","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","UPI","UMR",2016,8,232,28.2,625,2.560791,1.99054,0.19276,0.09684,0.48521,0.96583,0.11121,0.11515,"7","C","N","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","DNS","UMR",2016,6,150,24.2,625,0,1.52799,0.03984,0.02607,0.76551,1.16969,0.03809,0.03257,"1","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","DNI","UMR",2016,6,180,24.2,625,0,1.56231,0.05866,0.03754,0.82191,1.28408,0.15878,0.12365,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,6,180,26.5,440,0,1.60654,0.02545,0.01584,0.71649,1.15108,0.05868,0.05098,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,6,180,26.5,440,0,1.52175,0.06722,0.04417,0.76831,1.16917,0.09341,0.0799,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,6,180,24.4,446,0,1.58257,0.04029,0.02546,0.70866,1.12151,0.05814,0.05184,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","ROC",2016,5,150,24.4,446,0,0.9398,0.04501,0.04789,1,0.9398,0.04501,0.04789,"D","D","N","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","ROC",2016,5,150,23.6,446,0,1.59419,0.03781,0.02372,0.84536,1.34766,0.03294,0.02444,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,172,23.6,446,0,1.64148,0.08734,0.05321,0.65503,1.07521,0.07548,0.0702,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNW","UMR",2016,5,150,23.6,446,0,1.63404,0.04715,0.02886,0.80618,1.31733,0.05802,0.04404,"5","C","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNW","UMR",2016,5,150,23.6,446,0,2.17489,0.34617,0.15917,0.52599,1.14398,0.08769,0.07666,"5","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","UPI","UMR",2016,6,161,23.6,446,0,1.79873,0.24105,0.13401,0.64337,1.15725,0.04756,0.0411,"1","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","UPI","UMR",2016,6,161,23.6,446,0,1.81876,0.03197,0.01758,0.75332,1.37011,0.15131,0.11044,"2","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,161,23.6,446,0,1.65628,0.03754,0.02267,1,1.65628,0.03754,0.02267,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,161,23.6,446,0,1.60899,0.01831,0.01138,0.65863,1.05974,0.04768,0.045,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPS","UMR",2016,6,172,27.5,398,0,1.67928,0.03559,0.02119,0.81818,1.37395,0.07318,0.05327,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P17","UMR",2016,5,150,24.4,429,2.718823,1.7473,0.03973,0.02274,0.7422,1.29685,0.1216,0.09377,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P17","UMR",2016,5,150,24.4,429,0,1.51936,0.03423,0.02253,0.84316,1.28107,0.02944,0.02298,"2","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P17","UMR",2016,5,150,24.4,429,2.806214,1.94454,0.14347,0.07378,0.54705,1.06376,0.18012,0.16933,"7","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","P17","UMR",2016,5,150,24.4,429,0,1.67719,0.06653,0.03967,0.77149,1.29394,0.20081,0.15519,"3","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,5,150,24.6,421,2.051661,1.70687,0.03652,0.0214,0.78458,1.33917,0.07615,0.05687,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
